Año,Semana,Mes,Dia_mes,Dia_semana,valor_dolar_oficial,var($)_dolar_oficial,var(%)_dolar_oficial,valor_dolar_blue,var($)_dolar_blue,var(%)_dolar_blue,valor_merval,var($)_merval,var(%)_merval,valor_merval_usd,var($)_merval_usd,var(%)_merval_usd,valor_reservas,var($)_reservas,var(%)_reservas,valor_circulacion_monetaria,var($)_circulacion_monetaria,var(%)_circulacion_monetaria,valor_base_monetaria,var($)_base_monetaria,var(%)_base_monetaria,valor_base_monetaria_usd_blue,var($)_base_monetaria_usd_blue,var(%)_base_monetaria_usd_blue,valor_efec_ent_financieras,var($)_efec_ent_financieras,var(%)_efec_ent_financieras
2019,48,11,25,1,59.75,-0.03999999999999915,-0.000669008195350429,68.0,-0.5,-0.007299270072992692,33494.72,-94.11000000000058,-0.002801824296946309,492.569,2.2210000000000036,0.00452943623712132,43692.0,103.0,0.0023629814861547693,931421.0,253.0,0.00027170177669333384,1717844.0,62657.0,0.03785493723669897,25262.4118,1099.0979000000007,0.045486223642527746,106896.0,-936.0,-0.008680169152014194
2019,48,11,26,2,59.72,-0.030000000000001137,-0.0005020920502092352,68.25,0.25,0.003676470588235281,32113.27,-1381.4500000000007,-0.041243813950377906,470.524,-22.045000000000016,-0.04475515105497918,43739.0,47.0,0.00107571180078736,931729.0,308.0,0.00033067753464877114,1663580.0,-54264.0,-0.03158843294268865,24374.7985,-887.6133000000009,-0.03513573078560939,107672.0,776.0,0.007259392306540935
2019,48,11,27,3,59.88,0.1600000000000037,0.0026791694574681557,69.25,1.0,0.0146520146520146,33929.74,1816.4699999999975,0.056564466963345605,489.96,19.43599999999998,0.04130713842439482,43765.0,26.0,0.0005944351722719787,935716.0,3987.0,0.004279141252445662,1667195.0,3615.0,0.0021730244412652144,24075.0181,-299.78039999999964,-0.012298784746876956,108547.0,875.0,0.008126532431830036
2019,48,11,28,4,59.85,-0.030000000000001137,-0.0005010020040080443,69.75,0.5,0.0072202166064982976,34219.79,290.0500000000029,0.008548547675284457,490.606,0.646000000000015,0.0013184749775492222,43736.0,-29.0,-0.0006626299554438608,946715.0,10999.0,0.011754634953340615,1708845.0,41650.0,0.0249820806804244,24499.5699,424.55179999999746,0.01763453710549845,115543.0,6996.0,0.0644513436575862
2019,48,11,29,5,59.86,0.00999999999999801,0.0001670843776107045,69.25,-0.5,-0.007168458781361964,34500.21,280.41999999999825,0.008194673316230139,498.198,7.5919999999999845,0.015474739403920745,43772.0,36.0,0.000823120541430411,956135.0,9420.0,0.009950196204771222,1671621.0,-37224.0,-0.021783134222237877,24138.9314,-360.6384999999973,-0.01472019719007378,115046.0,-497.0,-0.004301428905256088
2019,49,12,2,1,59.95,0.09000000000000341,0.001503508185766833,68.25,-1.0,-0.014440433212996373,33446.93,-1053.2799999999988,-0.030529669239694468,490.065,-8.132999999999981,-0.01632483470427415,43731.0,-41.0,-0.0009366718450151135,965980.0,9845.0,0.010296663128114725,1659318.0,-12303.0,-0.007359921896171406,24312.3516,173.42020000000048,0.007184253400711826,113934.0,-1112.0,-0.009665698937816214
2019,49,12,3,2,59.94,-0.010000000000005116,-0.00016680567139293334,68.5,0.25,0.00366300366300365,32756.73,-690.2000000000007,-0.020635675680847232,478.2,-11.865000000000009,-0.0242110740411986,43750.0,19.0,0.0004344744003110801,976376.0,10396.0,0.010762127580281167,1592292.0,-67026.0,-0.04039370391932107,23245.1387,-1067.2129000000023,-0.04389591420683481,121672.0,7738.0,0.06791651306896984
2019,49,12,4,3,59.91,-0.030000000000001137,-0.0005005005005005447,69.0,0.5,0.007299270072992803,34691.63,1934.8999999999978,0.05906877762218632,502.777,24.576999999999998,0.05139481388540368,43748.0,-2.0,-4.571428571431557e-05,985433.0,9057.0,0.009276139520020932,1519973.0,-72319.0,-0.0454181770680252,22028.5942,-1216.5445,-0.052335437344583347,122899.0,1227.0,0.010084489447037992
2019,49,12,5,4,59.94,0.030000000000001137,0.0005007511266901243,70.0,1.0,0.01449275362318847,35443.05,751.4200000000055,0.02165997965503519,506.329,3.552000000000021,0.007064762310129646,43731.0,-17.0,-0.00038858919264883607,996383.0,10950.0,0.011111866560182149,1544999.0,25026.0,0.016464766150451338,22071.4143,42.82010000000082,0.0019438417000754438,122328.0,-571.0,-0.004646091506033456
2019,49,12,6,5,59.96,0.020000000000003126,0.0003336670003337705,71.0,1.0,0.014285714285714235,36561.95,1118.8999999999942,0.03156895357481915,514.957,8.627999999999986,0.017040303834068293,43797.0,66.0,0.0015092268642382667,1008326.0,11943.0,0.011986354644750064,1567291.0,22292.0,0.014428488303228626,22074.5211,3.1068000000013853,0.0001407612560651028,122031.0,-297.0,-0.002427898763978864
2019,50,12,9,1,59.95,-0.00999999999999801,-0.00016677785190122307,70.0,-1.0,-0.014084507042253502,36409.07,-152.87999999999738,-0.00418139623296887,520.13,5.173000000000002,0.010045498944572184,43787.0,-10.0,-0.00022832614105994242,1020085.0,11759.0,0.011661902995658169,1642592.0,75301.0,0.04804532151336294,23465.6,1391.0788999999968,0.06301739882365998,124469.0,2438.0,0.019978530045644094
2019,50,12,10,2,59.96,0.00999999999999801,0.00016680567139282232,69.5,-0.5,-0.0071428571428571175,34657.44,-1751.6299999999974,-0.048109715518688034,498.668,-21.46199999999999,-0.04126276123276873,43785.0,-2.0,-4.567565715851707e-05,1026860.0,6775.0,0.006641603395795448,1722505.0,79913.0,0.04865054742748054,24784.2446,1318.6446000000033,0.05619479578617215,131145.0,6676.0,0.05363584506985686
2019,50,12,11,3,59.83,-0.13000000000000256,-0.002168112074716566,68.5,-1.0,-0.014388489208633115,35019.54,362.09999999999854,0.010447973075910832,511.234,12.565999999999974,0.025199130483608334,43912.0,127.0,0.0029005367134864457,1032121.0,5261.0,0.005123385855910323,1724751.0,2246.0,0.001303914937837547,25178.8467,394.6020999999964,0.015921489896851604,133314.0,2169.0,0.01653894544206791
2019,50,12,12,4,59.83,0.0,0.0,66.5,-2.0,-0.029197080291970767,35504.63,485.0899999999965,0.013851980922650498,533.904,22.670000000000016,0.04434368606156869,44089.0,177.0,0.004030788850428069,1036890.0,4769.0,0.004620582276690488,1686811.0,-37940.0,-0.021997378172269544,25365.5789,186.7322000000022,0.007416233246298809,132748.0,-566.0,-0.004245615614264064
2019,50,12,13,5,59.82,-0.00999999999999801,-0.00016714023065345085,66.75,0.25,0.003759398496240518,36769.59,1264.9599999999991,0.03562802935842457,550.855,16.951000000000022,0.03174915340585582,44248.0,159.0,0.0036063417178888724,1042823.0,5933.0,0.005721918429148598,1671608.0,-15203.0,-0.0090128651046264,25042.8165,-322.7623999999996,-0.012724424751843544,132685.0,-63.0,-0.00047458342121919905
2019,51,12,16,1,59.84,0.020000000000003126,0.00033433634236046395,72.5,5.75,0.08614232209737827,37620.08,850.4900000000052,0.023130255191858407,518.898,-31.956999999999994,-0.05801345181581363,44225.0,-23.0,-0.0005197975049719972,1051117.0,8294.0,0.007953411077431083,1734333.0,62725.0,0.03752374958722382,23921.8345,-1120.982,-0.04476261685661431,132045.0,-640.0,-0.004823454045295272
2019,51,12,17,2,59.82,-0.020000000000003126,-0.0003342245989305104,74.0,1.5,0.020689655172413834,36918.84,-701.2400000000052,-0.018640045422551044,498.903,-19.995000000000005,-0.03853358463513057,44294.0,69.0,0.0015602035048050134,1061303.0,10186.0,0.00969064338223058,1736181.0,1848.0,0.0010655393168439442,23461.9054,-459.9291000000012,-0.019226330656204493,138808.0,6763.0,0.051217388011662646
2019,51,12,18,3,59.82,0.0,0.0,76.0,2.0,0.027027027027026973,37620.22,701.3800000000047,0.018997888341020674,495.003,-3.900000000000034,-0.007817150828918762,44320.0,26.0,0.0005869869508285941,1067898.0,6595.0,0.006214059509866754,1767520.0,31339.0,0.01805053735756812,23256.8421,-205.06329999999798,-0.008740266253055351,133916.0,-4892.0,-0.03524292547979946
2019,51,12,19,4,59.82,0.0,0.0,75.75,-0.25,-0.003289473684210509,38083.01,462.7900000000009,0.012301629283401283,502.746,7.742999999999995,0.015642329440427538,44561.0,241.0,0.00543772563176903,1078957.0,11059.0,0.010355857956471537,1776689.0,9169.0,0.0051874943423553255,23454.6403,197.79819999999745,0.008504946593759444,129378.0,-4538.0,-0.03388691418501155
2019,51,12,20,5,59.82,0.0,0.0,75.0,-0.75,-0.00990099009900991,38632.41,549.4000000000015,0.014426380687871054,515.099,12.353000000000065,0.024571055761756666,44788.0,227.0,0.005094140616233922,1099065.0,20108.0,0.018636516561827854,1831542.0,54853.0,0.03087372072433614,24420.56,965.9197000000022,0.04118245633466411,130324.0,946.0,0.007311907743202006
2019,52,12,23,1,59.86,0.03999999999999915,0.0006686726847207058,76.75,1.75,0.023333333333333428,39915.25,1282.8399999999965,0.03320631562980392,520.068,4.968999999999937,0.009646689277206688,44839.0,51.0,0.0011386978654996938,1119466.0,20401.0,0.018562141456601733,1896649.0,65107.0,0.03554764236910746,24712.0391,291.47910000000047,0.011935807368872897,134724.0,4400.0,0.03376200853258027
2019,52,12,26,4,59.92,0.060000000000002274,0.001002338790511148,80.0,3.25,0.04234527687296419,42278.51,2363.260000000002,0.05920694471411303,528.481,8.413000000000011,0.016176730735211642,45093.0,254.0,0.005664711523450494,1138093.0,18627.0,0.01663918332490666,1797325.0,-99324.0,-0.05236815035359732,22466.5625,-2245.476600000002,-0.09086569468886929,151558.0,16834.0,0.12495175321397811
2019,52,12,27,5,59.89,-0.030000000000001137,-0.0005006675567423846,78.5,-1.5,-0.018750000000000044,41681.93,-596.5800000000017,-0.014110714876186536,530.98,2.4990000000000236,0.00472864681984797,45190.0,97.0,0.0021511099283701984,1147080.0,8987.0,0.007896542725418731,1829109.0,31784.0,0.017684058253237378,23300.7516,834.1890999999996,0.0371302507893676,152579.0,1021.0,0.006736694862692794
2019,1,12,30,1,59.9,0.00999999999999801,0.0001669727834363588,78.5,0.0,0.0,41671.41,-10.519999999996799,-0.00025238754539425035,530.846,-0.13400000000001455,-0.00025236355418289946,44848.0,-342.0,-0.0075680460278823025,1153405.0,6325.0,0.005514000767165239,1895381.0,66272.0,0.036231848402692224,24144.9809,844.2292999999991,0.036231848418142754,143665.0,-8914.0,-0.05842219440421026
2020,1,1,2,4,59.85,-0.04999999999999716,-0.0008347245409014992,77.0,-1.5,-0.019108280254777066,41106.97,-564.4400000000023,-0.01354501803514696,533.857,3.0109999999999673,0.005672078154492999,44839.0,-9.0,-0.00020067784516586418,1158878.0,5473.0,0.004745080869252405,1877287.0,-18094.0,-0.009546365611979857,24380.3506,235.36970000000292,0.009748183317055403,150372.0,6707.0,0.04668499634566525
2020,1,1,3,5,59.83,-0.020000000000003126,-0.000334168755221409,77.0,0.0,0.0,40499.15,-607.8199999999997,-0.014786300230836713,525.963,-7.8940000000000055,-0.014786731278226162,44872.0,33.0,0.0007359664577710756,1157812.0,-1066.0,-0.0009198552392918335,1834617.0,-42670.0,-0.02272960927125156,23826.1948,-554.1558000000005,-0.022729607506136507,147738.0,-2634.0,-0.017516558933844073
2020,2,1,6,1,59.82,-0.00999999999999801,-0.00016714023065345085,77.25,0.25,0.0032467532467532756,41469.66,970.510000000002,0.02396371281866405,536.824,10.86099999999999,0.020649741521741927,44904.0,32.0,0.0007131395970760845,1155605.0,-2207.0,-0.0019061816598895387,1721191.0,-113426.0,-0.06182543822498099,22280.7896,-1545.405200000001,-0.06486160349868375,142892.0,-4846.0,-0.03280131042791967
2020,2,1,7,2,59.82,0.0,0.0,76.25,-1.0,-0.012944983818770184,41115.71,-353.95000000000437,-0.008535155581212983,539.222,2.3980000000000246,0.00446701339731459,45080.0,176.0,0.003919472652770262,1153104.0,-2501.0,-0.0021642343188199575,1680836.0,-40355.0,-0.02344597432824136,22043.7508,-237.03879999999845,-0.010638707346349974,141926.0,-966.0,-0.0067603504744842
2020,2,1,8,3,59.82,0.0,0.0,76.5,0.25,0.003278688524590123,41016.02,-99.69000000000233,-0.0024246206620291977,536.157,-3.064999999999941,-0.005684115262359346,45162.0,82.0,0.001818988464951099,1150008.0,-3096.0,-0.0026849269450109903,1642612.0,-38224.0,-0.022741064565490077,21472.0523,-571.6985000000022,-0.025934719784620475,136836.0,-5090.0,-0.035863759987599164
2020,2,1,9,4,59.82,0.0,0.0,76.5,0.0,0.0,42035.7,1019.6800000000003,0.02486053010506617,549.486,13.32899999999995,0.024860255484867144,45419.0,257.0,0.005690624861609317,1148807.0,-1201.0,-0.001044340561109136,1628434.0,-14178.0,-0.008631374907768885,21286.719,-185.33329999999842,-0.00863137335037123,135720.0,-1116.0,-0.00815574848724021
2020,2,1,10,5,59.82,0.0,0.0,76.5,0.0,0.0,42740.38,704.6800000000003,0.016763845969021585,558.698,9.211999999999989,0.01676475833779212,45376.0,-43.0,-0.0009467403509544337,1146482.0,-2325.0,-0.002023838643044451,1606490.0,-21944.0,-0.013475523109932608,20999.8693,-286.8497000000025,-0.013475524339847889,135098.0,-622.0,-0.004582964927792532
2020,3,1,13,1,59.88,0.060000000000002274,0.0010030090270813918,76.5,0.0,0.0,42017.78,-722.5999999999985,-0.016906728484866074,549.252,-9.446000000000026,-0.016907166304515164,45317.0,-59.0,-0.0013002468265161937,1144649.0,-1833.0,-0.0015988039934338172,1628269.0,21779.0,0.013556884885682408,21284.5621,284.6928000000007,0.013556884375466094,134895.0,-203.0,-0.0015026129180298886
2020,3,1,14,2,60.04,0.1599999999999966,0.002672010688042681,77.5,1.0,0.013071895424836555,41633.73,-384.04999999999563,-0.009140178276910271,537.209,-12.043000000000006,-0.021926183245577602,45078.0,-239.0,-0.00527395899993377,1140886.0,-3763.0,-0.0032874706569437917,1611237.0,-17032.0,-0.010460188089314482,20790.1548,-494.40729999999894,-0.0232284459354698,137550.0,2655.0,0.019681974869342866
2020,3,1,15,3,60.01,-0.030000000000001137,-0.0004996668887408129,78.0,0.5,0.006451612903225712,41246.19,-387.5400000000009,-0.009308318039243701,528.797,-8.41199999999992,-0.015658710110962204,45291.0,213.0,0.004725143085318795,1136796.0,-4090.0,-0.0035849331133873674,1595328.0,-15909.0,-0.009873780207381055,20452.9231,-337.2317000000003,-0.016220740213055085,135240.0,-2310.0,-0.016793893129770976
2020,3,1,16,4,60.0,-0.00999999999999801,-0.00016663889351775651,77.75,-0.25,-0.0032051282051281937,42362.34,1116.1499999999942,0.027060681241103612,544.853,16.055999999999926,0.030363258490498035,45364.0,73.0,0.0016117992537147963,1132603.0,-4193.0,-0.0036884366236334953,1591464.0,-3864.0,-0.0024220724515585657,20468.9904,16.067299999998795,0.0007855747523930479,131702.0,-3538.0,-0.026160899142265603
2020,3,1,17,5,60.01,0.00999999999999801,0.0001666666666666483,77.75,0.0,0.0,42339.82,-22.5199999999968,-0.0005316042503789031,544.564,-0.28899999999998727,-0.0005304182963110637,45492.0,128.0,0.0028216206683713274,1129595.0,-3008.0,-0.002655829094572404,1583841.0,-7623.0,-0.004789929272669746,20370.9453,-98.04509999999937,-0.0047899333618329765,129564.0,-2138.0,-0.016233618320147025
2020,4,1,20,1,60.03,0.020000000000003126,0.00033327778703551303,78.0,0.25,0.003215434083601254,43054.01,714.1900000000023,0.01686804525857699,551.974,7.410000000000082,0.013607216048068027,45457.0,-35.0,-0.0007693660423810922,1127942.0,-1653.0,-0.0014633563356778456,1627338.0,43497.0,0.027462983973770116,20863.3077,492.3624000000018,0.02416983565313502,130350.0,786.0,0.006066499953690796
2020,4,1,21,2,60.06,0.030000000000001137,0.0004997501249375258,77.5,-0.5,-0.0064102564102563875,41485.86,-1568.1500000000015,-0.03642285585012872,535.301,-16.673000000000002,-0.03020613289756402,45363.0,-94.0,-0.0020678883340299326,1125218.0,-2724.0,-0.0024150177934680883,1714912.0,87574.0,0.05381426599759864,22127.8968,1264.5890999999974,0.060613068559593586,132263.0,1913.0,0.014675872650556254
2020,4,1,22,3,60.11,0.04999999999999716,0.0008325008325007488,77.75,0.25,0.003225806451612856,42002.34,516.4799999999959,0.0124495430491256,540.223,4.921999999999912,0.009194826835742687,45421.0,58.0,0.001278575050150943,1122048.0,-3170.0,-0.002817231860848257,1703587.0,-11325.0,-0.006603837398070578,21911.0868,-216.80999999999767,-0.009798039188252061,129775.0,-2488.0,-0.018811005345410248
2020,4,1,23,4,60.09,-0.01999999999999602,-0.0003327233405422403,77.75,0.0,0.0,41140.21,-862.1299999999974,-0.020525761183781577,529.135,-11.087999999999965,-0.02052485732743692,45387.0,-34.0,-0.0007485524316945824,1120258.0,-1790.0,-0.0015952971708874664,1597283.0,-106304.0,-0.06240010049384037,20543.8328,-1367.2540000000008,-0.062400099660962494,128493.0,-1282.0,-0.009878636100943972
2020,4,1,24,5,60.1,0.00999999999999801,0.00016641704110487154,78.5,0.75,0.009646302250803762,39917.82,-1222.3899999999994,-0.029712779784060395,508.507,-20.627999999999986,-0.03898438016763206,45243.0,-144.0,-0.003172714653975839,1118420.0,-1838.0,-0.0016406934831083575,1679108.0,81825.0,0.05122761589524205,21389.9108,846.0780000000013,0.041184038452649396,125092.0,-3401.0,-0.02646836792665752
2020,5,1,27,1,60.14,0.03999999999999915,0.000665557404326167,78.0,-0.5,-0.006369426751592355,39604.57,-313.25,-0.007847372426650567,507.751,-0.7560000000000286,-0.0014867051977652812,45158.0,-85.0,-0.001878743673054406,1118199.0,-221.0,-0.00019760018597669848,1906763.0,227655.0,0.1355809155813683,24445.6795,3055.768699999997,0.1428602825216081,125259.0,167.0,0.0013350174271735682
2020,5,1,28,2,60.18,0.03999999999999915,0.0006651147322913609,78.25,0.25,0.0032051282051281937,40829.7,1225.1299999999974,0.030934056347537542,521.785,14.033999999999992,0.027639531975318654,45105.0,-53.0,-0.0011736569378626438,1118777.0,578.0,0.0005169026264555399,1791338.0,-115425.0,-0.060534528937261745,22892.4984,-1553.181099999998,-0.06353601666094,128239.0,2980.0,0.023790705657876776
2020,5,1,29,3,60.24,0.060000000000002274,0.0009970089730808596,78.25,0.0,0.0,40341.42,-488.27999999999884,-0.011958941652767452,515.545,-6.240000000000009,-0.011958948609101516,45064.0,-41.0,-0.0009089901341314821,1120876.0,2099.0,0.001876155838026694,1749329.0,-42009.0,-0.023451185650055995,22355.6422,-536.856200000002,-0.023451184340805842,129358.0,1119.0,0.008725894618641705
2020,5,1,30,4,60.25,0.00999999999999801,0.0001660026560423855,78.0,-0.25,-0.0031948881789137795,40394.95,53.529999999998836,0.0013269240398576798,517.884,2.3390000000000555,0.004536946338341119,45014.0,-50.0,-0.0011095331084679527,1125821.0,4945.0,0.004411727969909185,1697771.0,-51558.0,-0.029473015081782794,21766.2949,-589.3472999999976,-0.02636235160356959,130686.0,1328.0,0.010266083272777893
2020,5,1,31,5,60.33,0.0799999999999983,0.0013278008298753807,78.0,0.0,0.0,40105.04,-289.9099999999962,-0.007176887209911054,514.167,-3.7169999999999845,-0.007177282943670704,44917.0,-97.0,-0.002154885146843255,1130395.0,4574.0,0.004062812827261064,1708871.0,11100.0,0.006537984215774673,21908.6026,142.30769999999757,0.0065379845607072,130401.0,-285.0,-0.002180799779624487
2020,6,2,3,1,60.43,0.10000000000000142,0.0016575501408917503,78.0,0.0,0.0,41577.06,1472.0199999999968,0.036704114994025705,533.039,18.871999999999957,0.03670402806870143,44770.0,-147.0,-0.003272702985506637,1132285.0,1890.0,0.0016719819178252493,1743752.0,34881.0,0.020411722125309728,22355.7949,447.19230000000243,0.020411721740756006,127845.0,-2556.0,-0.019601076678859797
2020,6,2,4,2,60.58,0.14999999999999858,0.002482210822439157,78.0,0.0,0.0,41033.79,-543.2699999999968,-0.013066580465285305,526.074,-6.965000000000032,-0.013066586122216228,44632.0,-138.0,-0.00308242126423941,1136072.0,3787.0,0.003344564310222342,1813619.0,69867.0,0.04006705081915318,23251.5256,895.7307000000001,0.04006704767183211,128929.0,1084.0,0.008479017560326874
2020,6,2,5,3,60.58,0.0,0.0,78.0,0.0,0.0,40767.1,-266.6900000000023,-0.006499277790328439,522.655,-3.4189999999999827,-0.0064990856799613805,44645.0,13.0,0.000291270837067481,1138320.0,2248.0,0.0019787478258419533,1813917.0,298.0,0.00016431235005809341,23255.3462,3.8205999999991036,0.0001643160997573112,127728.0,-1201.0,-0.00931520449239509
2020,6,2,6,4,60.67,0.09000000000000341,0.0014856388246946572,77.5,-0.5,-0.0064102564102563875,40906.09,138.98999999999796,0.0034093668669097354,527.82,5.165000000000077,0.009882235891745195,44666.0,21.0,0.00047037742188371645,1144057.0,5737.0,0.0050398833368472395,1887225.0,73308.0,0.04041419756251252,24351.2903,1095.9441000000006,0.0471265441750337,128267.0,539.0,0.004219904797695184
2020,6,2,7,5,60.77,0.10000000000000142,0.0016482610845558465,77.5,0.0,0.0,41213.89,307.8000000000029,0.007524551967689863,531.792,3.97199999999998,0.007525292713425058,44675.0,9.0,0.00020149554470960673,1147152.0,3095.0,0.002705284789132012,1902031.0,14806.0,0.007845381446303534,24542.3355,191.04520000000048,0.007845383043213916,126012.0,-2255.0,-0.017580515643150663
2020,7,2,10,1,60.97,0.19999999999999574,0.0032910975810431786,77.0,-0.5,-0.006451612903225823,41052.95,-160.94000000000233,-0.0039049941658019227,533.155,1.3629999999999427,0.00256303216295084,44682.0,7.0,0.000156687185226545,1150388.0,3236.0,0.002820899061327431,1906657.0,4626.0,0.0024321370156428213,24761.7792,219.4436999999998,0.008941435096916583,126499.0,487.0,0.003864711297336676
2020,7,2,11,2,61.11,0.14000000000000057,0.0022962112514350874,77.5,0.5,0.006493506493506551,39824.5,-1228.449999999997,-0.029923549951952233,513.865,-19.289999999999964,-0.036180847971040264,44688.0,6.0,0.0001342822613132899,1148652.0,-1736.0,-0.001509056074993853,1930746.0,24089.0,0.012634154963373057,24912.8516,151.07240000000093,0.006101031706154725,132168.0,5669.0,0.04481458351449419
2020,7,2,12,3,61.23,0.11999999999999744,0.0019636720667648433,78.25,0.75,0.00967741935483879,39936.15,111.65000000000146,0.0028035505781616177,510.366,-3.4990000000000236,-0.006809181399784037,44701.0,13.0,0.00029090583601854014,1146436.0,-2216.0,-0.0019292179006348276,1928262.0,-2484.0,-0.0012865493441395204,24642.3259,-270.52570000000196,-0.010858881365471751,131088.0,-1080.0,-0.008171418195024538
